Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-10-01 00:00:00-04:00,170.07000732421875,185.6199951171875,151.05999755859375,164.4499969482422,132765000,0.0,0.0
2020-01-01 00:00:00-05:00,166.10000610351562,202.0,107.75,130.22000122070312,150699700,0.0,0.0
2020-04-01 00:00:00-04:00,125.01000213623047,190.33999633789062,115.5,187.36000061035156,153075400,0.0,0.0
2020-07-01 00:00:00-04:00,187.3699951171875,248.75,174.52000427246094,215.1300048828125,123346000,0.0,0.0
2020-10-01 00:00:00-04:00,222.75,259.010009765625,201.6199951171875,239.61000061035156,130152400,0.0,0.0
2021-01-01 00:00:00-05:00,240.11000061035156,282.7699890136719,217.85000610351562,248.42999267578125,122885700,0.0,0.0
2021-04-01 00:00:00-04:00,253.25999450683594,268.8800048828125,217.60000610351562,238.74000549316406,96779600,0.0,0.0
2021-07-01 00:00:00-04:00,238.11000061035156,278.2300109863281,220.00999450683594,249.88999938964844,102250000,0.0,0.0
2021-10-01 00:00:00-04:00,250.0,307.80999755859375,246.4499969482422,273.17999267578125,97347200,0.0,0.0
2022-01-01 00:00:00-05:00,271.9599914550781,272.5,205.89999389648438,239.4600067138672,152624100,0.0,0.0
2022-04-01 00:00:00-04:00,237.35000610351562,245.8300018310547,134.52999877929688,139.5800018310547,195544500,0.0,0.0
2022-07-01 00:00:00-04:00,140.30999755859375,179.8300018310547,134.10000610351562,152.22000122070312,172815600,0.0,0.0
2022-10-01 00:00:00-04:00,152.67999267578125,184.5,128.72000122070312,167.3300018310547,139526100,0.0,0.0
2023-01-01 00:00:00-05:00,170.6999969482422,206.67999267578125,157.85000610351562,206.5399932861328,125033600,0.0,0.0
2023-04-01 00:00:00-04:00,203.2899932861328,230.6199951171875,174.25,225.88999938964844,129149300,0.0,0.0
2023-07-01 00:00:00-04:00,225.5800018310547,252.72000122070312,202.64999389648438,214.85000610351562,113523100,0.0,0.0
2023-10-01 00:00:00-04:00,214.85000610351562,279.8299865722656,202.00999450683594,276.05999755859375,112128000,0.0,0.0
2024-01-01 00:00:00-05:00,273.7300109863281,311.2799987792969,262.55999755859375,272.75,113896100,0.0,0.0
2024-04-01 00:00:00-04:00,272.7699890136719,275.760009765625,204.52000427246094,223.55999755859375,162794500,0.0,0.0
2024-07-01 00:00:00-04:00,223.0,266.82000732421875,199.80999755859375,244.41000366210938,133788000,0.0,0.0
2024-10-01 00:00:00-04:00,243.94000244140625,294.0,231.74000549316406,258.0299987792969,204090500,0.0,0.0
2025-01-01 00:00:00-05:00,260.67999267578125,283.67999267578125,229.2899932861328,233.52999877929688,133410700,0.0,0.0
2025-04-01 00:00:00-04:00,232.9499969482422,276.0,205.3300018310547,240.0,142804800,0.0,0.0
2025-07-01 00:00:00-04:00,238.58999633789062,249.85000610351562,206.77000427246094,240.72999572753906,212637800,0.0,0.0
2025-10-01 00:00:00-04:00,239.35000610351562,247.39999389648438,207.6699981689453,214.77999877929688,169409100,0.0,0.0
